,bar_count,battery_level,bench_count,bike_score,bus_count,captive,city,clds,code,elevation,housing_units,id,land_area_in_sqmi,latitude,longitude,nest_id,park_count,parking_count,point,pop_density,population,precip,radius_in_miles,states,supermarket_count_1000m,temp,timestamp,uv_index,walk_score,water_area_in_sqmi,weekday,wspd,zip_code
2673,0,44,0,74,1,False,Atlanta,FEW,,314.7196045,1749.0,a818a950-240e-434d-941d-70fb6d4ed52e,1.04,33.75309333,-84.38950333,,18,2,"(33.75309333, -84.38950333)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2674,0,72,0,79,1,False,Atlanta,FEW,,318.6446228000001,1749.0,5d966c63-0842-4610-8bb3-f59e9f95b143,1.04,33.75438,-84.38964,,18,0,"(33.75438, -84.38964)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2675,0,66,0,79,1,False,Atlanta,FEW,,319.8305359,1749.0,8d80d08d-3d42-4bdd-8976-2cf5d1a5fccc,1.04,33.75485167,-84.389465,,18,0,"(33.75485167, -84.389465)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2676,0,46,0,78,0,False,Atlanta,FEW,,307.9241333,1749.0,ecd5b9f0-8452-490c-be10-318377fb2007,1.04,33.75618333,-84.384445,,18,3,"(33.75618333, -84.384445)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2677,0,60,0,79,1,False,Atlanta,FEW,,319.6595764,1749.0,a2bea9a3-6485-4ad2-b3c4-e347ce18a9d6,1.04,33.754845,-84.389565,,18,0,"(33.754845, -84.389565)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2678,0,83,0,77,1,False,Atlanta,FEW,,306.7750854,1749.0,7bb3cea2-7f3a-4af1-8f50-27508854796b,1.04,33.75082833,-84.38578000000003,,17,2,"(33.75082833, -84.38578000000003)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2679,0,74,0,85,1,False,Atlanta,FEW,,322.3530579,1749.0,388445ed-0e1f-4493-bbb4-54130e90ff6b,1.04,33.75623,-84.38828333,,18,3,"(33.75623, -84.38828333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2680,0,82,0,85,1,False,Atlanta,FEW,,321.8734436000001,1749.0,10b54916-27ea-4d8d-91f2-e4693487d859,1.04,33.75619167,-84.38838167,,18,2,"(33.75619167, -84.38838167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2681,0,48,0,85,1,False,Atlanta,FEW,,321.5386963,1749.0,913c9333-be90-4edb-b30e-03b65eb98aa3,1.04,33.75611167,-84.38857333,,17,2,"(33.75611167, -84.38857333)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2682,0,75,0,70,1,False,Atlanta,FEW,,314.1789246,1749.0,5a6e03b1-88a2-40be-bdb4-bd16fc066770,1.04,33.75067833,-84.38656667,,18,0,"(33.75067833, -84.38656667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,94,0.0,4,19.0,30303
2683,0,94,0,79,0,False,Atlanta,FEW,,303.9355469,1749.0,e8c907dd-1fd2-4eca-bd5b-7e075ff04310,1.04,33.751844,-84.383292,,23,5,"(33.751844, -84.383292)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,94,0.0,4,19.0,30303
2684,0,99,0,82,0,False,Atlanta,FEW,,303.760437,1749.0,38105493-0d0c-4072-aaa0-023ab5a93bc4,1.04,33.75425,-84.38253833,261ee64d-2e6b-43d1-bddc-cf47a90ceb43,23,3,"(33.75425, -84.38253833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2685,0,99,0,82,0,False,Atlanta,FEW,,303.7624817,1749.0,bee2b2e6-4f0f-4751-8470-b1d0758d407a,1.04,33.75425333,-84.38253833,261ee64d-2e6b-43d1-bddc-cf47a90ceb43,23,3,"(33.75425333, -84.38253833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2686,0,99,0,82,0,False,Atlanta,FEW,,303.7676392,1749.0,5a56a5fb-0e00-4c07-9e5d-7563c128b816,1.04,33.75426167,-84.38253833,261ee64d-2e6b-43d1-bddc-cf47a90ceb43,23,3,"(33.75426167, -84.38253833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2687,0,57,0,82,0,False,Atlanta,FEW,,303.670929,1749.0,8b86fc7f-e868-48e1-a2d9-3b1769663bf0,1.04,33.75424167,-84.382515,261ee64d-2e6b-43d1-bddc-cf47a90ceb43,23,3,"(33.75424167, -84.382515)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2688,0,43,0,78,1,False,Atlanta,FEW,,323.3492737,1749.0,f41eba01-fa71-47d3-8468-06fc0475ec89,1.04,33.75676333,-84.387665,,17,3,"(33.75676333, -84.387665)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2689,0,89,0,82,0,False,Atlanta,FEW,,303.6498108,1749.0,6a91341e-55a7-43e0-a4a3-a04a99c1a6bc,1.04,33.75428833,-84.382515,,23,3,"(33.75428833, -84.382515)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2690,0,91,0,82,0,False,Atlanta,FEW,,303.6662598000001,1749.0,1926273d-16d5-4e97-8fda-a5a81a4ecdc1,1.04,33.754265000000004,-84.38250667,,23,3,"(33.754265000000004, -84.38250667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2691,0,88,0,82,0,False,Atlanta,FEW,,303.6077881,1749.0,a67bc51d-1f07-4f32-a84a-05a0279d34d4,1.04,33.75424167,-84.38249167,,23,3,"(33.75424167, -84.38249167)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2692,0,65,0,77,0,False,Atlanta,FEW,,311.6124878,1749.0,95ddc987-b38e-4dde-81ae-1e56d58db804,1.04,33.75676,-84.38482667,,17,3,"(33.75676, -84.38482667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2693,0,69,0,85,1,False,Atlanta,FEW,,322.4899597,,d9b4cb8f-eb9d-4ca2-b7d7-7ebfd55c797b,,33.75642333,-84.38857333,,17,3,"(33.75642333, -84.38857333)",,,,,GA,0,18,51:31.2,0,98,,4,19.0,30361
2694,0,69,0,82,0,False,Atlanta,FEW,,303.3352356000001,1749.0,6e385a20-73f3-4a0d-83de-eaf737ebbc76,1.04,33.75432667,-84.38244667,,22,2,"(33.75432667, -84.38244667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2695,0,75,0,68,1,False,Atlanta,FEW,,307.8852234,1749.0,f439deb4-d7b5-4945-8106-c8e59499fa58,1.04,33.75045833,-84.38597833,,15,0,"(33.75045833, -84.38597833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,91,0.0,4,19.0,30303
2696,0,66,0,77,1,False,Atlanta,FEW,,317.1514893000001,1749.0,44c23558-52d3-43e2-893d-2b82f30b802c,1.04,33.75704167,-84.38578000000003,,17,6,"(33.75704167, -84.38578000000003)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2697,0,72,0,77,0,False,Atlanta,FEW,,314.8165283,1749.0,cf38d42d-863f-4583-a1c6-a2dd648519db,1.04,33.756965,-84.385285,,17,6,"(33.756965, -84.385285)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2698,0,30,0,77,0,False,Atlanta,FEW,,312.2228088,1749.0,b8a99223-868c-451d-9efd-3fe0d6fc5790,1.04,33.756825,-84.384765,,17,3,"(33.756825, -84.384765)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2699,0,35,0,79,1,False,Atlanta,FEW,,319.46862789999994,1749.0,094970ea-66e5-4425-8d32-d61143427788,1.04,33.75481333,-84.39024333,,18,0,"(33.75481333, -84.39024333)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2700,0,73,0,71,1,False,Atlanta,FEW,,312.7661438,1749.0,af54cf8e-2be0-4f4b-bf26-bad5c40fb500,1.04,33.75134333,-84.38926667,,17,4,"(33.75134333, -84.38926667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2701,0,52,0,79,1,False,Atlanta,FEW,,320.4039307,1749.0,6e3d8d2a-1227-40e5-8894-b3989cb68c02,1.04,33.753895,-84.39045,,17,2,"(33.753895, -84.39045)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2702,0,57,0,78,1,False,Atlanta,FEW,,323.9059143,1749.0,1c1acf9d-1134-4c56-a6ad-cce9545673fe,1.04,33.75702667,-84.38754333,,17,4,"(33.75702667, -84.38754333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2703,0,69,0,82,0,False,Atlanta,FEW,,302.1366882,1749.0,77b997a4-eb8a-4a29-9925-d5f7518343be,1.04,33.75462,-84.38229333,,22,1,"(33.75462, -84.38229333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2704,0,96,0,82,0,False,Atlanta,FEW,,302.7825012,14125.0,7ef2471b-c390-46b1-9aa1-9970c32ad24e,6.44,33.754505,-84.38224,cf7fdec1-b2ec-4523-aebf-452ce01650ed,22,1,"(33.754505, -84.38224)",3574.0,22999.0,,2.0,GA,1,18,51:31.2,0,98,0.03,4,19.0,30305
2705,1,54,0,82,0,False,Atlanta,FEW,,300.4268494,14125.0,160f7ed0-33a1-47dc-9596-235f558b4b7b,6.44,33.75489833,-84.382355,,22,2,"(33.75489833, -84.382355)",3574.0,22999.0,,2.0,GA,1,18,51:31.2,0,98,0.03,4,19.0,30305
2706,1,96,0,84,1,False,Atlanta,FEW,,322.2904053000001,1749.0,36c7b762-555f-4bde-8903-6f8bd2309c34,1.04,33.75604167,-84.38952667,bdcae6f3-3248-4ccd-859f-a6300d422d25,17,0,"(33.75604167, -84.38952667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2707,0,49,0,78,1,False,Atlanta,FEW,,324.24066160000007,1749.0,fc1c4829-ed71-4411-9c95-5ab874e314f2,1.04,33.75710667,-84.38758167,,17,3,"(33.75710667, -84.38758167)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2708,0,37,0,70,0,False,Atlanta,FEW,,307.11672969999995,1749.0,5656c8d1-c01c-4198-98ad-855ad921cac2,1.04,33.75063,-84.38434667,,19,5,"(33.75063, -84.38434667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,91,0.0,4,19.0,30303
2709,1,98,0,84,1,False,Atlanta,FEW,,322.4654541000001,1749.0,ac6ca00f-08ec-4a53-a04a-25721591b255,1.04,33.75597833,-84.38964,bdcae6f3-3248-4ccd-859f-a6300d422d25,17,0,"(33.75597833, -84.38964)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2710,0,73,0,82,0,False,Atlanta,FEW,,301.0900269,1749.0,3eb4cd88-a3af-4050-8c77-98845ef6d216,1.04,33.75528667,-84.38242333,,22,3,"(33.75528667, -84.38242333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2711,0,85,0,74,1,False,Atlanta,FEW,,318.4973755,1749.0,f4723a5a-f829-47ea-89d0-419b79428c9b,1.04,33.75322667,-84.390625,,18,2,"(33.75322667, -84.390625)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2712,0,52,0,79,0,False,Atlanta,FEW,,312.5585327,1749.0,768ca198-ffa6-4c66-958c-0d1822103031,1.04,33.75708333,-84.38462833,,17,5,"(33.75708333, -84.38462833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2713,0,99,0,79,0,False,Atlanta,FEW,,312.4472656000001,1749.0,272c330f-fefb-4ae8-8bbc-13084856fd40,1.04,33.75706942,-84.38458856,23415082-f696-4c5b-aa20-6589101864c6,18,5,"(33.75706942, -84.38458856)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2714,0,67,0,79,0,False,Atlanta,FEW,,311.8449402,1749.0,adc35bb6-cc1a-4340-8f98-f631f1308c1f,1.04,33.75703,-84.38443000000002,,18,5,"(33.75703, -84.38443000000002)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2715,0,56,0,70,0,False,Atlanta,FEW,,306.9997559,1749.0,31290582-ed29-4018-a3a8-130df6cf7644,1.04,33.75042333,-84.384475,,16,5,"(33.75042333, -84.384475)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,91,0.0,4,19.0,30303
2716,0,97,0,82,0,False,Atlanta,FEW,,300.9818726000001,14125.0,6e03be73-e881-4b40-9069-1c70bf8b8af3,6.44,33.75549333,-84.38243167,,22,4,"(33.75549333, -84.38243167)",3574.0,22999.0,,2.0,GA,1,18,51:31.2,0,97,0.03,4,19.0,30305
2717,0,60,0,71,1,False,Atlanta,FEW,,315.5423889,1749.0,4f0a9bf2-8967-4d0e-916d-1a509000855d,1.04,33.75220985,-84.39038976,,18,4,"(33.75220985, -84.39038976)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2718,0,56,0,79,0,False,Atlanta,FEW,,311.9377747,1749.0,a7fc4357-256d-4f13-bf04-5c8ce8aed6ef,1.04,33.757095,-84.38440667,,18,5,"(33.757095, -84.38440667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2719,0,51,0,85,1,False,Atlanta,FEW,,322.6184082,11205.0,60c25bf4-3d49-415b-b270-7bb4dc14d457,1.59,33.757,-84.38855667,,17,5,"(33.757, -84.38855667)",9666.0,15413.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30308
2720,0,47,0,79,1,False,Atlanta,FEW,,320.2342834,1749.0,d3693cff-f18c-4e95-9c8c-bdca1d249255,1.04,33.75483667,-84.39065500000002,,18,0,"(33.75483667, -84.39065500000002)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2721,0,89,0,79,1,False,Atlanta,FEW,,320.2770691,1749.0,228b25cc-c2ff-4069-bd1a-591a8e251956,1.04,33.75480333,-84.39067,,18,0,"(33.75480333, -84.39067)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2722,0,71,0,73,1,False,Atlanta,FEW,,318.9756775,1749.0,0f85b780-15e2-4c6d-9a2c-085b05e7b40b,1.04,33.75286167,-84.390755,,18,3,"(33.75286167, -84.390755)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2723,0,33,0,79,1,False,Atlanta,FEW,,320.27771,1749.0,67d440df-6f43-4a28-89bd-ebbc57df4abe,1.04,33.75497,-84.39064833,,18,0,"(33.75497, -84.39064833)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2724,0,66,0,84,1,False,Atlanta,FEW,,321.7813416,1749.0,99dc6781-f8cc-4d44-b597-17a331dd074d,1.04,33.75565,-84.39032667,,18,0,"(33.75565, -84.39032667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2725,0,49,0,73,1,False,Atlanta,FEW,,318.8179626000001,1749.0,f3645f8d-0dab-4ed5-b75e-166374ba7c3c,1.04,33.752815000000005,-84.3908,,18,2,"(33.752815000000005, -84.3908)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2726,0,90,0,74,1,False,Atlanta,FEW,,322.8155823,1749.0,d8dcea52-10eb-4726-8e27-7cb6705a9cc6,1.04,33.75396,-84.390945,,17,0,"(33.75396, -84.390945)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2727,0,96,0,79,0,False,Atlanta,FEW,,311.7458496000001,1749.0,f59a3654-40b9-449d-8c87-89410c51b6d7,1.04,33.75724833,-84.38436833,23415082-f696-4c5b-aa20-6589101864c6,18,5,"(33.75724833, -84.38436833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2728,0,71,0,81,0,False,Atlanta,FEW,,302.450531,1749.0,15b1763b-1a37-49b8-b2d3-d33ce51eb457,1.04,33.75438333,-84.38172167,,22,0,"(33.75438333, -84.38172167)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2729,0,94,0,79,1,False,Atlanta,FEW,,320.72808839999993,1749.0,13b6fe8b-6b32-4700-b627-e8b0d1495608,1.04,33.75520333,-84.39067,568d1907-8a7b-4e6e-a679-f590dca6f9f8,18,0,"(33.75520333, -84.39067)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,99,0.0,4,19.0,30303
2730,1,53,0,84,1,False,Atlanta,FEW,,323.1443176,1749.0,54d24d90-59f6-40c2-b6fa-128f0530dac6,1.04,33.75631333,-84.38993,,17,3,"(33.75631333, -84.38993)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2731,1,43,0,82,0,False,Atlanta,FEW,,299.4973755,1749.0,f9becad3-ad20-4597-a3f8-a30dd47f79fa,1.04,33.755534999999995,-84.38201833,,22,4,"(33.755534999999995, -84.38201833)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2732,0,96,0,74,1,False,Atlanta,FEW,,320.6488647,1749.0,c1b21687-8167-46be-b721-14e1094339d4,1.04,33.75515667,-84.39086833,568d1907-8a7b-4e6e-a679-f590dca6f9f8,18,0,"(33.75515667, -84.39086833)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2733,0,81,0,79,0,False,Atlanta,FEW,,311.54666139999995,1749.0,987ac603-5a17-4ce4-8405-b58d9dd7c632,1.04,33.75740721,-84.38428564,,19,4,"(33.75740721, -84.38428564)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2734,0,69,0,79,0,False,Atlanta,FEW,,311.5761414,1749.0,784fe1d0-fa97-48ed-af8d-5634ecceaa8e,1.04,33.75743167,-84.38428499999998,,19,4,"(33.75743167, -84.38428499999998)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2735,0,42,0,85,0,False,Atlanta,FEW,,323.68704219999995,1749.0,259b0ea8-9aec-4f75-9e3b-86f65c2b5289,1.04,33.75747667,-84.38826,,18,5,"(33.75747667, -84.38826)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,98,0.0,4,19.0,30303
2736,1,44,0,82,0,False,Atlanta,FEW,,298.8597716999999,1749.0,5fab9b80-a3d0-446c-a0ea-e8d822960ead,1.04,33.75540536,-84.3818483,,22,3,"(33.75540536, -84.3818483)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2737,0,72,0,73,1,False,Atlanta,FEW,,317.68762210000006,1749.0,6eb782ff-f522-4d4b-8e00-a863326a35d2,1.04,33.75347167,-84.39128167,,18,0,"(33.75347167, -84.39128167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2738,1,39,0,84,1,False,Atlanta,FEW,,320.7659607,1749.0,5a96e319-c542-4317-8fdd-75f3d61169f0,1.04,33.75653833,-84.38999167,,17,4,"(33.75653833, -84.38999167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2739,0,49,0,78,0,False,Atlanta,FEW,,307.0709534,1749.0,9651d052-3d94-4ff5-9ce8-784045bed205,1.04,33.756855,-84.38300333,8398a4f4-3b8c-490f-ad91-cbdd16a1ed7a,22,3,"(33.756855, -84.38300333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2740,0,80,0,74,1,False,Atlanta,FEW,,321.0455933,1749.0,be6de694-4055-43eb-837a-b548217953ad,1.04,33.754245000000004,-84.39132,,18,0,"(33.754245000000004, -84.39132)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2741,0,36,0,74,1,False,Atlanta,FEW,,321.6226807,1749.0,b8d84964-cb1f-455c-b4dc-a27d76216610,1.04,33.75414333,-84.39138,,18,0,"(33.75414333, -84.39138)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2742,1,81,0,81,0,False,Atlanta,FEW,,297.79953,1749.0,046ee74c-e9cd-4535-b1c4-4736f66a9dbe,1.04,33.75502333,-84.38147,,22,2,"(33.75502333, -84.38147)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2743,0,35,0,68,1,False,Atlanta,FEW,,306.7114563,1749.0,64f72821-cac6-44e6-ae46-5fc8744666c0,1.04,33.749534999999995,-84.38571999999998,,15,2,"(33.749534999999995, -84.38571999999998)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,91,0.0,4,19.0,30303
2744,1,44,0,84,1,False,Atlanta,FEW,,319.9248047,1749.0,94172e78-3250-4e22-b541-5928b7d078fc,1.04,33.75669167,-84.39000667,,17,4,"(33.75669167, -84.39000667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2745,1,89,0,84,1,False,Atlanta,FEW,,319.9128418,1749.0,627ca901-62c7-40d4-bdc7-833a8986e5a8,1.04,33.75671333,-84.39002167,,17,4,"(33.75671333, -84.39002167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2746,0,83,0,78,0,False,Atlanta,FEW,,306.3805237,1749.0,ee24be01-b02d-4b95-b53c-254cbd3eb36b,1.04,33.75702333,-84.382995,,22,3,"(33.75702333, -84.382995)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2747,0,94,0,78,0,False,Atlanta,FEW,,306.3440247,1749.0,ca72af4f-df6c-47e8-a5d1-c7843b91d671,1.04,33.75703,-84.382995,,22,3,"(33.75703, -84.382995)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2748,1,74,0,84,1,False,Atlanta,FEW,,320.3868103000001,1749.0,31a5b386-8c06-462c-b215-20402154c484,1.04,33.75670167,-84.39013667,,17,4,"(33.75670167, -84.39013667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2749,0,82,0,81,0,False,Atlanta,FEW,,301.2740784,1749.0,e5e9f6ac-cff7-4de6-9a64-abd55594833f,1.04,33.75441667,-84.38115667,,22,0,"(33.75441667, -84.38115667)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2750,0,82,0,81,0,False,Atlanta,FEW,,301.2479248,1749.0,be7d754f-8bc0-44b5-bd87-1451e4291896,1.04,33.75448956,-84.38116095,,22,0,"(33.75448956, -84.38116095)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,96,0.0,4,19.0,30303
2751,1,35,0,84,1,False,Atlanta,FEW,,320.2580566000001,1749.0,8d2e60e8-8c7c-4a98-977b-f969c6eea691,1.04,33.756809999999994,-84.390075,,17,5,"(33.756809999999994, -84.390075)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2752,0,39,0,78,0,False,Atlanta,FEW,,306.43225099999995,1749.0,1adacdb1-045c-4df3-89bd-8d641365cd53,1.04,33.75715667,-84.38304167,,22,3,"(33.75715667, -84.38304167)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2753,1,35,0,84,1,False,Atlanta,FEW,,320.68075560000005,1749.0,46bbf9d9-0967-4846-8397-e41c17238873,1.04,33.75692,-84.39010667,,17,5,"(33.75692, -84.39010667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2754,1,44,0,84,1,False,Atlanta,FEW,,320.4295044,1749.0,a27b797b-cc61-48eb-8e2b-796a529b16d3,1.04,33.75716333,-84.38981667,,17,6,"(33.75716333, -84.38981667)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2755,0,51,0,74,1,False,Atlanta,FEW,,319.37164310000014,1749.0,726b0dbd-90c6-42ab-80a1-c70212008949,1.04,33.75426833,-84.391685,,18,0,"(33.75426833, -84.391685)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,98,0.0,4,19.0,30303
2756,1,49,0,84,1,False,Atlanta,FEW,,321.3219604,1749.0,73e5ae8c-7cd9-4d5d-b2f1-3711d59861da,1.04,33.75680167,-84.39028167,,17,4,"(33.75680167, -84.39028167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2757,1,73,0,76,1,False,Atlanta,FEW,,322.50534060000007,1749.0,d7bba35e-f9c5-4386-b6d6-98747d2b641e,1.04,33.75599667,-84.39102167,,17,1,"(33.75599667, -84.39102167)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,90,0.0,4,19.0,30303
2758,0,100,0,78,0,False,Atlanta,FEW,,305.1038513000001,1749.0,4644f558-2bf4-4730-bea8-eabafc15abb1,1.04,33.75707667,-84.38268333,,22,4,"(33.75707667, -84.38268333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2759,0,48,0,78,0,False,Atlanta,FEW,,328.4547119,1749.0,4ac17f0b-61d8-422f-96c2-7c45d7d1b60e,1.04,33.75817833,-84.38741333,,14,4,"(33.75817833, -84.38741333)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2760,0,84,0,78,0,False,Atlanta,FEW,,306.2220459,1749.0,0c8d57c1-808f-434f-a6d6-4629f471b30a,1.04,33.75727773,-84.38292406,,22,4,"(33.75727773, -84.38292406)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,95,0.0,4,19.0,30303
2761,0,100,0,76,1,False,Atlanta,FEW,,322.621521,1749.0,cdf46b81-257f-4450-95c0-68a9642f4608,1.04,33.75601870000001,-84.39110040000001,,17,1,"(33.75601870000001, -84.39110040000001)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,90,0.0,4,19.0,30303
2762,1,90,0,84,1,False,Atlanta,FEW,,321.2533569,1749.0,dcaa86cb-768b-43ba-a708-038242307455,1.04,33.75689667,-84.390335,,17,4,"(33.75689667, -84.390335)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
2763,0,31,0,77,0,False,Atlanta,FEW,,321.6978149,1749.0,ca7ad23b-bf2d-4634-be5a-c3ad9739ad2f,1.04,33.75833167,-84.386475,,15,6,"(33.75833167, -84.386475)",5681.0,5934.0,,1.0,GA,1,18,51:31.2,0,97,0.0,4,19.0,30303
2764,1,88,0,84,1,False,Atlanta,FEW,,320.2172852,1749.0,de494862-e106-43a9-8a12-bea0e92a0026,1.04,33.75734667,-84.38975500000002,17cd732e-5705-4695-9318-0c716d0135b2,17,7,"(33.75734667, -84.38975500000002)",5681.0,5934.0,,1.0,GA,0,18,51:31.2,0,97,0.0,4,19.0,30303
